plannerId,checkDate,processDate,periodStartDate,periodEndDate,payGroup,runType
8670aa7b-f9d0-0000-0000-0000fc700200,2025-04-04T00:00:00,2025-04-02T12:00:00,2025-03-24T00:00:00,2025-03-30T00:00:00,4dc25712-d207-0000-0000-0000fc700200,R
f3c57580-c280-0000-0000-0000fc700200,2025-04-11T00:00:00,2025-04-09T12:00:00,2025-03-31T00:00:00,2025-04-06T00:00:00,4dc25712-d207-0000-0000-0000fc700200,R
356b9477-9d5a-0000-0000-0000fc700200,2025-04-15T00:00:00,2025-04-11T00:00:00,2025-04-01T00:00:00,2025-04-15T00:00:00,0a54bd2e-5536-0000-0000-0000fc700200,R
e0c0c154-5319-0000-0000-0000fc700200,2025-04-18T00:00:00,2025-04-16T12:00:00,2025-04-07T00:00:00,2025-04-13T00:00:00,4dc25712-d207-0000-0000-0000fc700200,R
3fac493b-780d-0000-0000-0000fc700200,2025-04-25T00:00:00,2025-04-23T12:00:00,2025-04-14T00:00:00,2025-04-20T00:00:00,4dc25712-d207-0000-0000-0000fc700200,R
d127d340-04e2-0000-0000-0000fc700200,2025-04-30T00:00:00,2025-04-28T00:00:00,2025-04-16T00:00:00,2025-04-30T00:00:00,0a54bd2e-5536-0000-0000-0000fc700200,R
311346ab-892d-0000-0000-0000fc700200,2025-05-02T00:00:00,2025-04-30T12:00:00,2025-04-21T00:00:00,2025-04-27T00:00:00,4dc25712-d207-0000-0000-0000fc700200,R
15fbce2e-b01a-0000-0000-0000fc700200,2025-05-09T00:00:00,2025-05-07T12:00:00,2025-04-28T00:00:00,2025-05-04T00:00:00,4dc25712-d207-0000-0000-0000fc700200,R
74349fa4-235c-0000-0000-0000fc700200,2025-05-15T00:00:00,2025-05-13T00:00:00,2025-05-01T00:00:00,2025-05-15T00:00:00,0a54bd2e-5536-0000-0000-0000fc700200,R
7b28ad77-b550-0000-0000-0000fc700200,2025-05-16T00:00:00,2025-05-14T12:00:00,2025-05-05T00:00:00,2025-05-11T00:00:00,4dc25712-d207-0000-0000-0000fc700200,R
bb10d226-2377-0000-0000-0000fc700200,2025-05-23T00:00:00,2025-05-21T12:00:00,2025-05-12T00:00:00,2025-05-18T00:00:00,4dc25712-d207-0000-0000-0000fc700200,R
